title,date,sentence
UFC 98,2009-05-23,"Early reports suggested Ed Herman would replace Okami, however Chael Sonnen stepped in to take the bout."
UFC 98,2009-05-23,Krzysztof Soszynski stepped in to fight Gusmao. 
UFC 99,2009-06-13,"On May 20, 2009, Cheick Kongo was announced as the replacement. "
UFC Fight Night: Adesanya vs. Imavov,2025-02-01,"However, Leavitt withdrew for unknown reasons and was replaced by Bolaji Oki."
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"However, Caliari withdrew for undisclosed reasons and was replaced by Stephanie Luciano."
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,Foro then withdrew as well and was replaced by Alexia Thainara.
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Subsequently, Luciano withdrew due to an undisclosed injury and was replaced by Bruna Brasil, setting up a rematch between Brasil and Thainara."
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"However, Walker withdrew due to a foot fracture and was replaced by promotional newcomer Tyrell Fortune."
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"However, Harris withdrew due to visa issues and was replaced by Niko Price."
UFC Fight Night: Allen vs. Costa,2026-05-16,"However, Ogden withdrew due to an injury and was replaced by undefeated promotional newcomer Artur Minev."
UFC Fight Night: Allen vs. Costa,2026-05-16,"However, Bellato pulled out during fight week for undisclosed reasons and was replaced by promotional newcomer Christian Edwards in a catchweight of 215 pounds. "
UFC Fight Night: Allen vs. Craig,2023-11-18,"However, Butler withdrew due to injury and was briefly replaced by Charlie Campbell."
UFC Fight Night: Allen vs. Craig,2023-11-18,The promotion then announced that Lucas Alexander would step in and face Saragih instead.
UFC Fight Night: Allen vs. Craig,2023-11-18,He was replaced by Denis Tiuliulin.
UFC Fight Night: Allen vs. Craig,2023-11-18,"However, Parsons was pulled out due to undisclosed reasons and was replaced by promotional newcomer Myktybek Orolbai."
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,He was replaced by Chris Curtis.
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,"However, Choi withdrew for unknown reason and was replaced by Chepe Mariscal."
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,"However, Fremd withdrew from the event for unknown reasons and was replaced by Dylan Budka."
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,"However, Johnson pulled out due to undisclosed reasons and was replaced by Joshua Van."
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,"However, Alateng pulled out due to illness on fight week and promotional newcomer Pedro Falcão stepped in as a replacement on three days' notice."
UFC Fight Night: Allen vs. Duncan,2026-10-10,"However, Minev withdrew for undisclosed reasons and was replaced by Ismael Bonfim. ==Fight card== == Announced bouts == *Bantamweight bout: Malcolm Wellmaker vs."
UFC Fight Night: Almeida vs. Garbrandt,2016-05-29,"However, Berish pulled out due to injury on March 31 and was replaced by UFC newcomer Alberto Uda."
UFC Fight Night: Almeida vs. Garbrandt,2016-05-29,"However, Proctor pulled out of the fight on April 21 citing injury and was replaced by Shane Campbell."
UFC Fight Night: Almeida vs. Garbrandt,2016-05-29,He was replaced by UFC newcomer Jordan Rinaldi. 
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"However, Blaydes withdrew for unknown reasons and was replaced by former UFC Heavyweight Championship challenger Derrick Lewis."
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"However, Kim was removed from the event for undisclosed reasons and replaced by Montserrat Ruiz."
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"However, Ruziboev withdrew for unknown reasons and was replaced by Abusupiyan Magomedov."
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"However, Santos pulled out due to undisclosed reasons and was replaced by promotional newcomer Victor Hugo."
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"However, Ribovics withdrew due to an accident and was replaced by promotional newcomer Kaynan Kruschewsky. "
UFC Fight Night: Anderson vs. Błachowicz 2,2020-02-15,"However, Emeev was removed from the bout in late January for undisclosed reasons and replaced by promotional newcomer Daniel Rodriguez."
UFC Fight Night: Anderson vs. Błachowicz 2,2020-02-15,"However, Antigulov was pulled from the fight due to an undisclosed reason and replaced by Dequan Townsend."
UFC Fight Night: Anderson vs. Błachowicz 2,2020-02-15,"However, Montaño was forced to pull out on fight week due to injury and was replaced by promotional newcomer Shanna Young."
UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,"However, just one week out from the event, Santos withdrew after her cornermen were denied visas into the United States, and was replaced by former UFC Women's Strawweight Champion Jéssica Andrade."
UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,"However, Goff withdrawal due to undisclosed reason and was replaced by A.J."
UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,He was replaced by promotional newcomer Carl Deaton III and the bout was moved to UFC Fight Night: Krylov vs.
UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,"However, Benítez withdrew due to an undisclosed reason and was replaced by Alexander Hernandez. "
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"However, Yanan pulled out of the bout due to injury and was replaced by Priscila Cachoeira."
UFC Fight Night: Andrade vs. Zhang,2019-08-31,She was replaced by Mizuki Inoue.
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"However, Santos pulled out of the contest due to a knee injury and was replaced by David Zawada."
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"However, on August 5, it was announced that Safarov withdrew from the event due to undisclosed reasons and he was replaced by Jamahal Hill."
UFC Fight Night: Andrade vs. Zhang,2019-08-31,He was replaced by promotional newcomer Lu Zhenhong.
UFC Fight Night: Ankalaev vs. Guskov,2026-07-25,"However, less than two weeks before the event, Rountree withdrew due to an injury and was replaced by Bogdan Guskov, who was originally scheduled to compete one week later at UFC Fight Night: Medić vs."
UFC Fight Night: Ankalaev vs. Guskov,2026-07-25,"Former KSW and UFC Light Heavyweight Champion Jan Błachowicz, who was the opponent for Guskov the following week, was originally asked to step in on short notice but said he was not able to make the weight limit one week prior to his scheduled bout."
UFC Fight Night: Ankalaev vs. Guskov,2026-07-25,"However, Gasanov pulled out for unknown reasons and was replaced by Saygid Izagakhmaev, with the matchup subsequently being shifted to a welterweight contest."
UFC Fight Night: Ankalaev vs. Guskov,2026-07-25,"However, Satybaldiev withdrew for undisclosed reasons and was replaced by undefeated promotional newcomer Muhammad Saidov."
UFC Fight Night: Ankalaev vs. Guskov,2026-07-25,"However, Gafurov withdrew due to a leg injury and was replaced by Cody Gibson."
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,"However, Santos pulled out due to undisclosed reasons and was replaced by promotional newcomer Jean Silva."
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,"However, Hafez pulled out due to undisclosed reasons and was replaced by Matthew Semelsberger."
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,"However, Bondar pulled out in late December due to undisclosed reasons and was replaced by Joshua Van."
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"One week later, he was replaced by another newcomer Jim Wallhead."
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"However on July 25, Madadi pulled out due to undisclosed reasons and was replaced by Leandro Silva."
UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"However, de Randamie pulled out of the fight in mid-August citing a foot injury and was replaced by promotional newcomer Veronica Macedo."
UFC Fight Night: Bader vs. Nogueira 2,2016-11-19,"In turn, he was replaced by The Ultimate Fighter: Team Nogueira vs."
UFC Fight Night: Bader vs. Nogueira 2,2016-11-19,He was replaced by Zak Ottow.
UFC Fight Night: Bader vs. Saint Preux,2014-08-16,"Subsequently, Green was removed from his fight on July 11 in favor of a bout as an injury replacement for Michael Johnson against Josh Thomson at UFC on Fox 12 on July 26, 2014."
UFC Fight Night: Bader vs. Saint Preux,2014-08-16,"On August 4, Trujillo pulled out of the Pearson bout and was replaced by Gray Maynard."
UFC Fight Night: Barboza vs. Lee,2018-04-21,He was replaced by promotional newcomer Ricky Simón.
UFC Fight Night: Barboza vs. Murphy,2024-05-18,"In turn, Cowan was pulled from the event due to a broken leg and replaced by Melissa Gatto."
UFC Fight Night: Barboza vs. Murphy,2024-05-18,"However, Bellato withdrew for unknown reasons and was replaced by Antonio Trócoli."
UFC Fight Night: Barboza vs. Murphy,2024-05-18,"In turn, Trócoli was replaced by promotional newcomer Tuco Tokkos for undisclosed reasons. "
UFC Fight Night: Barnett vs. Nelson,2015-09-27,"However, Carneiro was forced to pull out due to injury and was replaced by Uriah Hall."
UFC Fight Night: Barnett vs. Nelson,2015-09-27,"However, Kunimoto pulled out of the fight citing injury and was replaced by returning veteran Keita Nakamura."
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"A middleweight bout between promotional newcomer José Henrique Souza and Eric Nolan was originally scheduled for the event, but Nolan withdrew for undisclosed reasons and was replaced by Nikolay Veretennikov."
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"In turn, Souza withdrew for undisclosed reasons and was replaced by Niko Price."
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"In turn, Spann withdrew for undisclosed reasons and was replaced by Jailton Almeida."
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"However, Satybaldiev withdrew for undisclosed reasons and was replaced by Dustin Jacoby."
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"However, Nurmagomedov was forced to pull out due to visa issues and was replaced by promotional newcomer Gianni Vázquez on 2 days notice."
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,He was replaced by promotional newcomer Davi Ramos.
UFC Fight Night: Belfort vs. Henderson 2,2013-11-09,"However, Mulhern pulled out of the bout citing an injury and was replaced by Justin Salas."
UFC Fight Night: Belfort vs. Henderson 3,2015-11-07,"However, Lawlor was forced to pull out due to injury and was replaced by The Ultimate Fighter 19 light heavyweight winner Corey Anderson."
UFC Fight Night: Benavidez vs. Figueiredo,2020-02-29,He was replaced by promotional newcomer Darrick Minner.
UFC Fight Night: Benavidez vs. Figueiredo,2020-02-29,"However, Peterson was pulled from the event for an unknown reason and replaced by promotional newcomer Spike Carlyle."
UFC Fight Night: Benavidez vs. Figueiredo,2020-02-29,"In turn, promotion officials elected to remove Chikadze from the card due to being unable to find a replacement and scheduled him to face Jamall Emmers at UFC 248, replacing an injured Movsar Evloev."
UFC Fight Night: Benavidez vs. Figueiredo,2020-02-29,He was replaced by Steve Garcia.
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,He was replaced by Niko Price.
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Jan Błachowicz was expected to face former interim UFC Light Heavyweight Championship challenger Ovince Saint Preux, but pulled out on January 21 due to injury and was replaced by promotional newcomer Volkan Oezdemir."
UFC Fight Night: Bigfoot vs. Arlovski,2014-09-13,"However, Rhodes was forced out of the bout due to injury, and was briefly replaced by returning veteran Joe Riggs."
UFC Fight Night: Bigfoot vs. Arlovski,2014-09-13,He was replaced by promotional newcomer Wendell Oliveira.
UFC Fight Night: Bigfoot vs. Arlovski,2014-09-13,"However, Létourneau pulled out of the bout citing an injury and was replaced by promotional newcomer and former Jungle Fight women's bantamweight champion Larissa Pacheco."
